monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
655,15,3,0,0,0,29,1,33,58,376,6,0,3
443,8,31,6,24,5,248,1,36,189,121,3,1,0
604,9,27,3,26,4,98,0,33,98,51,7,2,3
347,9,17,0,15,4,47,0,17,25,44,0,0,2
307,8,16,3,16,4,65,0,23,53,44,4,0,4
282,6,83,2,78,4,150,0,80,73,29,0,0,4
441,9,115,4,112,5,195,0,119,107,33,4,0,3
392,9,124,4,122,5,215,0,133,166,36,3,0,2
318,7,93,3,86,4,114,0,91,68,38,2,0,3
389,6,92,2,93,4,121,0,97,82,34,1,1,4
424,7,121,3,112,5,189,0,117,95,36,1,0,4
414,8,110,4,106,5,220,0,112,113,34,1,0,4
549,11,132,4,127,7,305,0,134,185,38,2,0,4
361,7,97,4,92,5,126,4,105,142,152,3,0,7
403,8,113,4,106,6,239,1,110,130,38,1,0,12
471,11,88,7,82,5,154,2,94,126,92,5,0,0
416,11,1,12,1,1,21,0,18,38,49,3,0,0
252,8,0,0,0,0,0,1,2,13,105,2,0,0
461,6,0,0,0,0,0,7,22,302,82,0,0,3
508,9,1,0,1,1,8,5,8,105,56,4,0,0
264,7,4,3,1,1,34,3,8,46,40,4,1,3
125,5,0,0,0,0,0,1,4,11,44,1,0,0
197,9,4,3,1,1,42,14,21,139,25,3,0,0
176,6,2,0,0,0,15,11,10,108,29,3,0,1
311,8,2,0,1,1,22,6,18,112,43,2,0,1
467,9,1,1,0,0,25,9,27,178,59,2,0,1
516,13,1,1,1,1,30,10,21,164,57,8,0,0
