monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
98,3,3,0,3,1,22,0,5,13,5,1,0,0
25,2,0,0,0,0,0,0,0,0,0,1,0,1
47,3,1,0,0,0,1,0,4,5,0,0,1,0
106,3,2,1,2,1,1,0,3,1,2,0,0,1
47,2,0,0,0,0,0,0,7,16,56,1,0,0
139,5,15,1,14,1,6,0,26,17,8,3,1,0
20,3,2,0,2,1,4,0,3,3,14,1,2,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0
1,1,0,0,0,0,0,0,0,0,1,1,0,1
5,4,1,0,1,1,0,0,2,0,7,4,0,0
38,4,7,1,6,2,22,0,23,36,3,1,0,0
14,3,1,0,1,1,0,0,5,9,5,3,0,0
7,3,0,0,0,0,0,0,1,1,0,1,1,0
4,2,0,0,0,0,0,0,1,2,2,0,0,0
22,2,0,0,0,0,0,0,0,0,2,0,0,0
72,2,0,0,0,0,0,0,10,24,2,0,0,0
6,1,0,0,0,0,0,0,1,3,2,1,1,0
16,1,0,0,0,0,0,0,14,70,13,2,0,0
11,4,2,0,2,2,4,0,3,15,8,2,0,0
4,1,0,0,0,0,0,0,0,0,10,0,1,0
0,0,0,0,0,0,0,0,0,0,2,0,0,2
26,2,4,0,3,1,9,0,5,15,16,1,2,0
38,1,1,2,0,0,7,0,9,24,6,0,0,0
88,2,2,0,2,1,8,0,37,104,4,1,0,0
22,1,0,0,0,0,0,0,1,4,3,1,2,0
18,2,1,0,1,1,0,0,5,42,3,2,0,0
49,2,1,0,1,1,2,0,1,1,10,2,0,2
44,3,1,0,1,1,2,0,1,1,31,2,0,1
66,6,12,2,9,1,56,0,39,100,64,6,0,0
27,7,12,1,10,1,62,0,15,46,24,7,0,0
48,5,4,0,3,1,4,0,7,8,14,6,1,1
63,2,0,0,0,0,0,0,2,2,24,2,0,0
12,2,1,1,1,1,6,0,2,5,13,3,0,0
27,1,0,0,0,0,0,0,3,4,22,3,0,0
45,2,2,0,2,1,0,0,6,19,14,4,0,0
