monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
44,3,1,1,0,0,0,0,8,6,8,1,0,0
85,3,0,0,0,0,0,0,12,12,15,6,0,0
71,6,0,0,0,0,0,0,53,61,26,14,0,0
23,5,0,0,0,0,0,0,35,88,24,11,1,0
35,6,3,0,3,1,0,0,70,77,27,8,0,0
38,5,2,0,2,1,0,0,74,51,22,9,2,0
97,7,2,0,2,1,0,0,152,138,29,12,2,0
94,8,2,0,2,1,0,0,185,165,47,14,1,0
147,11,3,0,3,1,0,0,281,324,66,18,3,0
133,11,6,0,6,1,0,0,230,152,60,18,0,0
133,14,8,0,8,1,0,0,226,199,21,12,0,0
100,9,4,0,4,1,0,0,192,218,22,9,1,0
66,12,5,0,5,1,6,0,158,254,18,11,0,0
43,12,3,0,3,1,4,0,98,210,32,25,1,0
71,12,3,0,3,1,2,1,77,134,36,15,1,0
123,15,2,0,2,2,6,1,122,399,34,19,0,0
115,13,0,0,0,0,0,1,82,115,16,17,0,0
113,12,0,0,0,0,0,0,76,97,20,15,0,0
139,11,0,0,0,0,0,0,40,40,25,9,0,0
150,12,0,0,0,0,0,1,65,94,19,9,0,0
97,10,0,0,0,0,0,0,25,20,11,6,1,0
131,13,0,0,0,0,0,2,38,56,8,16,0,0
342,17,1,0,0,0,2,2,47,112,20,9,0,1
292,19,0,0,1,1,2,1,52,97,9,10,0,0
