monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
139,3,1,0,1,1,4,0,44,108,22,3,1,0
38,4,2,0,0,0,5,0,13,126,21,6,0,2
11,2,3,0,5,1,13,0,9,32,22,3,1,0
16,3,6,2,4,1,38,0,16,117,55,3,0,0
36,5,3,0,3,2,12,0,23,120,39,5,0,0
34,3,2,0,2,2,6,0,17,68,29,6,1,0
0,0,0,0,0,0,0,0,15,35,19,5,0,1
26,3,2,0,2,1,6,0,30,103,26,3,3,0
26,3,2,1,1,1,26,0,19,130,27,6,2,0
2,1,0,0,0,0,0,0,9,29,21,2,2,0
20,2,0,0,0,0,0,0,15,79,25,2,2,1
38,4,3,0,3,1,18,0,44,277,34,5,0,0
22,2,2,1,1,1,2,1,24,134,43,6,1,0
20,2,0,0,0,0,0,1,12,56,37,6,0,0
33,3,1,0,1,1,8,1,29,86,42,7,0,0
6,1,0,0,0,0,0,1,17,58,41,5,1,0
32,2,1,0,1,1,0,0,16,104,57,4,1,0
37,2,1,0,1,1,4,4,45,222,40,5,2,0
3,1,0,0,0,0,0,2,5,24,32,2,0,0
12,2,0,0,0,0,0,0,19,63,26,3,0,0
9,3,1,0,1,1,10,1,12,74,34,5,0,0
12,2,1,0,1,1,4,0,20,89,46,5,2,1
9,1,1,0,0,0,5,2,20,52,34,3,2,0
10,4,2,1,1,1,4,2,18,106,44,4,0,0
33,7,4,0,5,1,13,1,17,49,55,4,0,0
23,2,1,0,1,1,0,4,16,67,29,4,2,0
4,1,1,0,0,0,2,2,13,89,46,5,1,0
14,4,4,0,3,1,18,1,11,73,36,4,0,0
75,7,17,0,18,1,58,2,28,79,64,7,0,2
9,4,3,0,3,1,2,2,11,44,42,8,0,1
35,4,5,2,3,1,6,2,20,114,43,7,0,1
37,3,4,1,4,1,14,0,23,66,38,4,0,0
24,5,6,1,5,1,44,1,21,90,42,7,2,0
9,3,3,0,2,1,2,1,6,27,50,6,0,0
33,5,5,0,5,1,4,2,40,164,34,7,0,3
10,4,6,0,4,1,7,2,9,12,33,11,0,1
12,4,5,3,3,1,15,4,12,53,37,5,0,0
