monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
97,4,2,0,2,1,0,0,12,28,382,15,0,0
71,1,0,0,0,0,0,4,13,128,77,4,2,1
25,3,1,0,1,1,2,2,8,40,69,4,0,0
76,4,2,1,1,1,6,1,8,38,38,2,0,0
1,1,0,0,0,0,0,0,2,17,59,6,1,1
1,1,0,0,0,0,0,1,1,7,40,1,0,0
6,2,3,1,1,1,23,0,5,28,37,3,1,0
7,2,2,0,2,1,4,0,9,21,41,2,0,0
0,0,2,0,2,1,12,0,5,26,55,1,1,0
13,3,9,0,9,1,30,0,15,45,117,5,2,1
6,2,1,0,1,1,2,2,11,72,204,4,1,0
4,2,3,1,2,1,22,1,5,20,86,5,0,1
0,0,1,0,0,0,3,0,2,6,67,3,0,0
3,2,1,1,1,1,15,0,4,12,50,4,0,0
0,0,1,0,1,1,2,2,3,17,39,3,1,1
0,0,3,0,1,1,22,4,3,22,44,6,0,0
0,0,2,1,0,0,13,1,1,7,62,3,0,3
7,3,3,0,4,1,16,2,6,39,66,5,0,0
12,3,2,3,2,1,46,1,6,49,160,2,0,1
3,2,1,0,1,1,34,1,1,26,96,5,2,0
3,3,3,1,1,1,13,0,5,8,47,5,1,0
33,4,3,0,3,1,25,1,8,42,117,9,0,0
42,3,2,0,3,1,32,0,6,26,85,7,0,0
15,4,3,0,3,1,32,3,6,50,66,6,0,0
53,3,6,0,6,1,50,2,10,54,55,7,0,0
