monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
45,2,1,0,1,1,2,4,2,7,104,59,2,0
5,1,0,0,0,0,0,0,0,0,33,16,4,0
2,1,0,0,0,0,0,1,1,4,113,58,0,0
0,0,0,0,0,0,0,1,0,6,26,15,3,0
2,1,0,0,0,0,0,0,0,0,26,13,2,0
7,2,0,0,0,0,0,0,0,0,27,11,2,0
8,2,0,0,0,0,0,1,2,3,55,14,2,0
0,0,0,0,0,0,0,1,11,16,51,14,3,0
0,0,0,0,0,0,0,5,5,23,366,138,3,0
0,0,0,0,0,0,0,1,1,5,33,16,3,0
7,2,0,0,0,0,0,2,2,12,43,16,3,0
0,0,1,0,0,0,1,2,0,2,40,22,1,0
1,1,0,0,0,0,0,1,1,2,47,13,2,0
0,0,0,0,0,0,0,0,1,4,22,10,2,0
0,0,0,0,0,0,0,1,0,2,32,9,0,0
0,0,0,0,0,0,0,0,0,0,28,5,1,0
4,1,1,0,0,0,1,2,2,5,25,11,3,0
4,1,0,0,1,1,1,0,2,5,19,7,2,0
2,1,0,0,0,0,0,0,0,0,26,8,0,0
7,2,0,0,0,0,0,1,0,1,31,12,1,0
12,2,1,0,1,1,0,1,3,7,38,18,3,0
4,1,0,0,0,0,0,1,0,1,21,7,1,0
7,1,0,0,0,0,0,0,1,3,30,12,0,0
19,1,0,0,0,0,0,1,2,4,39,12,3,0
16,1,0,0,0,0,0,6,8,12,420,92,2,0
0,0,0,0,0,0,0,3,2,4,56,16,1,0
5,1,0,0,0,0,0,4,2,8,40,14,4,0
18,2,0,0,0,0,0,0,0,0,33,13,2,0
14,3,1,0,1,1,0,4,3,13,31,10,0,0
22,2,0,0,0,0,0,1,3,5,41,6,0,0
