monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers,closed_PRs_2mo
227,1,1,0,1,1,2,0,1,1,0,0,0,0
25,1,0,0,0,0,0,0,0,0,1,0,0,0
148,1,0,0,0,0,0,4,3,18,4,0,1,1
151,3,2,0,2,1,6,0,4,17,2,2,0,1
120,3,4,1,3,1,14,7,14,104,591,5,0,0
201,8,38,1,33,1,220,8,55,213,333,12,0,0
27,3,3,0,4,1,19,2,9,39,29,1,0,0
0,0,1,0,0,0,7,2,1,6,9,1,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0,0
59,3,2,0,3,1,13,0,3,10,12,2,0,0
11,2,3,0,3,1,4,1,7,36,23,0,1,1
2,2,1,0,1,1,12,0,1,6,6,1,0,0
98,2,11,1,10,1,56,1,14,41,19,1,0,0
53,2,5,0,4,1,8,3,7,30,20,0,0,0
0,0,0,0,0,0,0,1,0,4,16,1,0,0
4,3,2,0,1,1,13,3,6,28,24,2,0,0
9,2,2,0,3,1,7,1,4,18,18,2,0,1
24,2,4,0,4,1,14,2,8,30,10,0,0,10
13,2,6,1,5,1,20,2,7,33,13,0,0,1
34,4,21,10,12,1,94,3,25,68,13,1,0,0
121,3,16,1,16,1,43,0,20,65,18,0,0,1
69,2,14,0,13,1,36,2,14,27,19,1,0,3
36,3,13,1,13,1,46,0,17,32,16,0,0,0
42,5,20,3,17,1,44,0,22,37,14,1,0,2
22,2,11,0,11,1,18,0,13,16,16,1,0,6
29,4,14,2,11,1,28,3,13,22,10,1,0,1
83,3,35,6,28,1,164,0,35,79,20,2,0,0
